Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA50,MA200,Year,Month,Day,Day_of_Week,Prev_Close,Prev_Close_2,Prev_Close_3,Prev_Close_5,MA7,MA30,MA90,RollingStd7,RollingStd30
2004-06-21,66.91992009092348,68.40702942627735,64.54054742350608,65.45140075683594,49328,0.0,0.0,53.5398583984375,38.36167344093323,2004,6,21,0,66.15780639648438,64.06653594970703,63.88063049316406,64.20596313476562,65.41689191545758,63.49153633117676,46.159787029690214,2.0207635696217476,4.9811602522487055
2004-06-22,65.43285489330604,65.61874368561658,63.573966970200765,63.927154541015625,20064,0.0,0.0,54.20831455230713,38.533713512420654,2004,6,22,1,65.45140075683594,66.15780639648438,64.06653594970703,64.54985046386719,64.60562024797711,63.01225420633952,46.40629620022244,0.8721620956466789,4.124728474657339
2004-06-23,64.59633425367238,65.06105608283549,61.58493453154587,62.68168258666992,22912,0.0,0.0,54.83717601776123,38.701524543762204,2004,6,23,2,63.927154541015625,65.45140075683594,66.15780639648438,63.88063049316406,64.38786588396344,62.66154378255208,46.632770707872176,1.138265632561469,3.648128023554033
2004-06-24,63.19289302413975,64.31751787388264,61.919553746685786,63.72267150878906,21592,0.0,0.0,55.496151809692385,38.88457851409912,2004,6,24,3,62.68168258666992,63.927154541015625,65.45140075683594,64.06653594970703,64.26969746180943,62.41059366861979,46.86141421000163,1.1613490734414402,3.2769374594348286
2004-06-25,63.20218519398872,65.06107299381192,63.20218519398872,63.72267150878906,60280,0.0,0.0,56.147134399414064,39.06763248443603,2004,6,25,4,63.72267150878906,62.68168258666992,63.927154541015625,66.15780639648438,64.247131892613,62.32787322998047,47.083241611056856,1.1716576487392103,3.2084770853508875
2004-06-28,64.83801111969426,67.84941194646873,64.83801111969426,66.80843353271484,100536,0.0,0.0,56.859832229614256,39.266440591812135,2004,6,28,0,63.72267150878906,63.72267150878906,62.68168258666992,65.45140075683594,64.63883154732841,62.707397079467775,47.35030195448134,1.5105374725330925,3.0320616235439384
2004-06-29,67.8493991127973,68.01669786644565,65.52578955413986,66.35299682617188,47952,0.0,0.0,57.565280227661134,39.46631752967834,2004,6,29,1,66.80843353271484,63.72267150878906,63.72267150878906,63.927154541015625,64.66671589442662,62.93542137145996,47.62748302883572,1.5446669537849933,3.0407022144449067
2004-06-30,66.17640454311426,67.10584842714675,64.68929432866224,64.87518310546875,20576,0.0,0.0,58.24117195129394,39.65513405799866,2004,6,30,2,66.35299682617188,66.80843353271484,63.72267150878906,62.68168258666992,64.58439908708844,62.9775572458903,47.90022324456109,1.51086464406342,3.059090976552282
2004-07-01,65.79528872917071,66.14847602311472,65.07961630523047,65.69304656982422,15168,0.0,0.0,58.93472217559815,39.84139447212219,2004,7,1,3,64.87518310546875,66.35299682617188,66.80843353271484,63.72267150878906,64.83666937691825,63.09745457967122,48.18008855183919,1.5301371719448185,3.0936463898106665
2004-07-02,66.54816992154124,69.15061232070767,66.54816992154124,67.98880767822266,123232,0.0,0.0,59.65913066864014,40.03299926757813,2004,7,2,4,65.69304656982422,64.87518310546875,66.35299682617188,63.72267150878906,65.59483010428292,63.361416244506835,48.50198588901096,1.5977209067180058,3.163466653325789
